PCT/US97/00215,1997-01-08,?,PCT,AZPURU,CARLOS,A,60715,1615,424,426000,,None,CSI-107XQ999,218,06mar1997 00:00:00,9200,2005-04-18,,,199725936,1997-07-24,,,,PEND,BUFFERED RESORBABLE INTERNAL FIXATION DEVICES FOR REPAIR OF BONE FRACTURES,0,0
11243533,2005-10-05,UTL,REGULAR,MOON,SEOKYUN,,62552,2629,345,173000,9416,32692,61304US002,161,20jun2011 00:00:00,e,,US20070074913A1,2007-04-05,,,,,2011-02-22,ABN,Capacitive touch sensor with independently adjustable sense channels,0,0
11242118,2005-09-30,UTL,REGULAR,BECCIA,CHRISTOPHER,J,72223,3775,606,086000,3916,27777,1671-0353,150,21mar2012 00:00:00,e,,US20070078464A1,2007-04-05,,,8152814,2012-04-10,,ISS,SEPARATOR TOOL FOR A MODULAR PROSTHESIS,0,0
11241042,2005-09-30,UTL,REGULAR,HUSON,ZACHARY,K,60580,2181,710,015000,5794,46798,INFN/MN0221,161,02mar2009 00:00:00,e,,US20060077730A1,2006-04-13,,,,,2008-11-05,ABN,Memory control module and method for operating a memory control module,0,0
11239967,2005-09-30,UTL,REGULAR,GREEN,TELLY,D,75972,2822,257,678000,3734,138391,0400235,150,17mar2010 00:00:00,e,,US20060087026A1,2006-04-27,,,7692316,2010-04-06,,ISS,AUDIO AMPLIFIER ASSEMBLY,0,0
11239014,2005-09-30,UTL,REGULAR,CLARK,AMY,LYNN,94474,1655,424,725000,9937,22850,279186US0,161,19jan2010 00:00:00,e,,US20060068044A1,2006-03-30,,,,,2009-12-18,ABN,A composition for treating a microbial infection comprising reduced monoterpene oil extracted from Melaleuca Alterniafolia,0,0
11237381,2005-09-28,UTL,REGULAR,QUARTERMAN,KEVIN,J,95016,2889,313,440000,8907,52835,10873.1789US01,161,22dec2008 00:00:00,e,,US20060066205A1,2006-03-30,,,,,2008-07-07,ABN,Color picture tube apparatus,0,0
11234877,2005-09-22,UTL,REGULAR,KAHELIN,MICHAEL,WILLIAM,63018,3762,607,002000,5162,23373,Q123124,150,19jan2011 00:00:00,e,,US20060100668A1,2006-05-11,,,7885709,2011-02-08,,ISS,NERVE STIMULATION FOR TREATING DISORDERS,0,0
11231213,2005-09-20,UTL,REGULAR,HUR,JUNG,H,67541,2824,365,154000,5500,23483,112020.188 US2 (NAN-64),150,27jun2007 00:00:00,e,,US20070127285A1,2007-06-07,,,7245520,2007-07-17,,ISS,RANDOM ACCESS MEMORY INCLUDING NANOTUBE SWITCHING ELEMENTS,0,0
11230971,2005-09-20,UTL,REGULAR,CHEN,SHIH CHAO,,74328,2821,343,903000,4950,33942,5000-1-746,150,30apr2008 00:00:00,e,,US20060181463A1,2006-08-17,,,7375700,2008-05-20,,ISS,WIDEBAND MONOPOLE ANTENNA,0,0
11230094,2005-09-19,UTL,REGULAR,DUONG,THO,V,94530,3744,165,170000,2908,23577,60680-1013,150,20jan2010 00:00:00,e,,US20070062681A1,2007-03-22,,,7658224,2010-02-09,,ISS,FLANGED CONNECTION FOR HEAT EXCHANGER,0,0
11229361,2005-09-16,UTL,REGULAR,WEISS,PAMELA,HL,97473,1797,044,275000,1296,22497,1785.7,150,13jan2010 00:00:00,e,,US20070062099A1,2007-03-22,,,7655054,2010-02-02,,ISS,METHOD OF FORMING A GLOW THROUGH CANDLE,1,0
11226685,2005-09-14,UTL,REGULAR,BLAIR,APRIL,YING SHAN,61293,2492,380,270000,5219,23696,091437,150,15feb2012 00:00:00,e,,US20060056636A1,2006-03-16,,,8130958,2012-03-06,,ISS,TRANSMIT POWER CONTROL FOR WIRELESS SECURITY,0,0
11223710,2005-09-09,UTL,REGULAR,RYAN,PATRICK,A,95344,2427,725,014000,9484,82744,NW1126 (00246),61,06mar2017 00:00:00,e,,US20070061831A1,2007-03-15,,,,,,PEND,IPTV channel usage and video delivery path monitoring architecture,0,0
11223242,2005-09-06,UTL,REGULAR,KOONTZ,TAMMY,J,76965,3974,999,999999,8385,23501,95909,168,28mar2006 00:00:00,e,,,,,,,,2006-03-28,ABN,Reactive munition using aluminum in a three-dimensionally rigid state with a powdered polytetrafluoroethylene (PTFE) filling,0,0
11220918,2005-09-08,UTL,REGULAR,SLUTSKER,JULIA,,91678,2891,438,386000,2857,71737,3001.0015C,161,08dec2008 00:00:00,e,,US20060057814A1,2006-03-16,,,,,2008-05-20,ABN,Fabricating a memory cell arrangement,0,0
11220273,2005-09-06,UTL,REGULAR,LEE,MICHAEL,,65738,2622,348,571000,2936,23494,TI-38328,150,18feb2009 00:00:00,e,,,,,,7502075,2009-03-10,,ISS,VIDEO PROCESSING SUBSYSTEM ARCHITECTURE,0,0
11219718,2005-09-07,UTL,REGULAR,LAM,CATHY,FONG FONG,86422,1775,349,147000,4977,23364,GANF3001/EM,150,10oct2007 00:00:00,e,,US20060269729A1,2006-11-30,,,7289183,2007-10-30,,ISS,COPPER CONDUCTING WIRE STRUCTURE AND FABRICATING METHOD THEREOF,0,0
11217593,2005-09-02,UTL,REGULAR,EDUN,MUHAMMAD,N,66632,2627,369,059110,7352,22850,277418US-2 DIV,150,12jul2006 00:00:00,e,,US20060013098A1,2006-01-19,,,7085215,2006-08-01,,ISS,OPTICAL RECORDING METHOD AND OPTICAL RECORDING MEDIUM,0,0
11217543,2005-09-01,UTL,REGULAR,RAHLL,JERRY,T,81606,2874,385,014000,8631,47389,AVAN/002016,150,18jul2007 00:00:00,e,,US20060215953A1,2006-09-28,,,7254291,2007-08-07,,ISS,OPTICAL INTERFEROMETER,0,0
11211911,2005-08-24,UTL,REGULAR,LIN,JOHN,,61667,2815,257,510000,6073,21567,MI22-2985,163,18aug2014 00:00:00,e,,US20060022279A1,2006-02-02,,,,,2014-08-18,ABN,SEMICONDUCTOR CONSTRUCTIONS,0,0
11211890,2005-08-25,UTL,REGULAR,KUMAR,RAKESH,,63992,3654,221,063000,8187,None,1442-001,164,19jun2007 00:00:00,e,,US20060043233A1,2006-03-02,,,,,2007-05-23,ABN,TISSUE DISPENSING DEVICE FOR VEHICLES,1,0
11210634,2005-08-24,UTL,REGULAR,RODJOM,KATHERINE,MARIE,91925,3734,606,200000,5553,21971,41507-703.202,150,16jan2013 00:00:00,e,,US20060058836A1,2006-03-16,,,8366735,2013-02-05,,ISS,SYSTEM AND METHOD FOR TREATING ISCHEMIC STROKE,0,0
11210058,2005-08-23,UTL,REGULAR,UBER,NATHAN,C,75659,3622,705,014000,3804,25315,NVIZ-1-1001,161,23feb2011 00:00:00,e,,US20070049367A1,2007-03-01,,,,,2010-09-14,ABN,Methods for game augmented interactive marketing,1,0
11205072,2005-08-17,UTL,REGULAR,CHEN,TIANJIE,,65481,2627,360,317000,4290,22850,277086US0,150,24sep2008 00:00:00,e,,US20060082929A1,2006-04-20,,,7436633,2008-10-14,,ISS,"THIN-FILM MAGNETIC HEAD, HEAD GIMBAL ASSEMBLY AND HARD DISK SYSTEM",0,0
11204582,2005-08-16,UTL,REGULAR,JACKSON,BLANE,J,89373,2618,455,041200,3907,79326,05-50681,150,11may2011 00:00:00,e,,US20060229041A1,2006-10-12,,,7953370,2011-05-31,,ISS,CARRIER SENSING METHOD AND RFID TRANSCEIVER DEVICE USING THE SAME,0,0
11204505,2005-08-16,UTL,REGULAR,LUONG,VINH,,59460,3656,074,493000,2764,80748,DP-311138 (60408-652),250,01apr2016 00:00:00,e,,US20070039403A1,2007-02-22,,,8127639,2012-03-06,,ISS,SLEEVE BEARING FOR COLLAPSIBLE STEERING COLUMN,0,0
11203698,2005-08-15,UTL,REGULAR,DZIERZYNSKI,EVAN,P,70198,2875,362,510000,1252,41939,00107/00006US,161,30jan2009 00:00:00,e,,US20060034093A1,2006-02-16,,,,,2008-10-06,ABN,Heat resistant bulb sheild,1,0
11201172,2005-08-11,UTL,REGULAR,PHUONG,DAI,,63685,2617,455,453000,5993,1609,49457,161,13apr2009 00:00:00,e,,US20060035662A1,2006-02-16,,,,,2008-11-21,ABN,Method and system for cell selection/reselection taking into account congestion status of target cell in a mobile communication system,0,0
11200628,2005-08-09,UTL,REGULAR,BUI,VY,Q,80644,3773,623,001110,4759,28596,,150,27feb2013 00:00:00,e,,US20060004434A1,2006-01-05,,,8398694,2013-03-19,,ISS,OVER-THE-WIRE INTERLOCK ATTACHMENT/DETACHMENT MECHANISM,0,0
11199637,2005-08-09,UTL,REGULAR,LAM,KENNETH,T,61811,2611,375,257000,2714,88203,LAN0072US,150,30dec2009 00:00:00,e,,US20060034359A1,2006-02-16,,,7649948,2010-01-19,,ISS,XDSL MULTISTANDARD DRIVER CIRCUIT,0,0
11196925,2005-08-04,UTL,REGULAR,AGGARWAL,YOGESH,K,98819,2622,348,335000,6313,34904,10019636US01,150,16jun2010 00:00:00,e,,US20060038908A1,2006-02-23,,,7750968,2010-07-06,,ISS,"IMAGE PROCESSING APPARATUS, IMAGE PROCESSING METHOD, PROGRAM, AND STORAGE MEDIUM",0,0
11196148,2005-08-02,UTL,REGULAR,FOSTER,CHRISTINE,E,65654,1641,436,514000,6757,20350,002558-063920US,161,04jan2007 00:00:00,e,,US20050287674A1,2005-12-29,,,,,2006-09-22,ABN,Labeling proteins with dyes that are insoluble or only sparingly soluble in water,0,0
11186166,2005-07-20,UTL,REGULAR,LOUIE,MANDY,C,62824,1715,427,131000,5342,45552,HSJ9-2004-0310US1,163,10dec2013 00:00:00,e,,US20070020386A1,2007-01-25,,,,,2013-12-10,ABN,Encapsulation of chemically amplified resist template for low pH electroplating,0,0
11185857,2005-07-21,UTL,REGULAR,QIN,JIANCHUN,,68727,2837,084,236000,5130,23911,056272.56626US,250,05may2017 00:00:00,e,,US20060021490A1,2006-02-02,,,7514613,2009-04-07,,ISS,KEYBOARD DEVICE FOR KEYBOARD INSTRUMENT,0,0
11184163,2005-07-19,UTL,REGULAR,VALENTI,ANDREA,M,75997,3643,119,051010,9397,22870,048313.00200,150,01apr2009 00:00:00,e,,US20050263082A1,2005-12-01,,,7520247,2009-04-21,,ISS,ANIMAL FOOD AND TREAT DISPENSER,1,0
11183725,2005-07-18,UTL,REGULAR,NGUYEN,HUY TRAM,,72576,1797,422,198000,1864,23906,CH2994 US NA,250,13jan2017 00:00:00,e,,US20070292321A1,2007-12-20,,,7465430,2008-12-16,,ISS,APPARATUS FOR MAKING METAL OXIDE NANOPOWDER,0,0
11182457,2005-07-15,UTL,REGULAR,ISLAM,MOHAMMAD,K,94659,2614,370,352000,7521,25943,115480-148939,150,04may2011 00:00:00,e,,US20060007922A1,2006-01-12,,,7948969,2011-05-24,,ISS,MOBILE WIRELESS INTERNET PORTABLE RADIO,0,0
11177709,2005-07-08,UTL,REGULAR,BURGESS,RAMYA,PRAKASAM,70406,3651,198,330000,7902,22831,0127-109P/JAB,150,29oct2008 00:00:00,e,,US20060006046A1,2006-01-12,,,7451867,2008-11-18,,ISS,ESCALATOR OR MOVING WALK WITH SHAFT-BEARING AND METHOD OF MOUNTING AND DISMOUNTING THIS ESCALATOR,0,0
11176477,2005-07-06,UTL,REGULAR,DARE,RYAN,A,69584,2186,711,112000,5460,21874,1421768.147US2,161,21jun2010 00:00:00,e,,US20060010160A1,2006-01-12,,,,,2010-03-12,ABN,"Information processing apparatus, storage device, storage control apparatus, and computer program product",0,0
11176393,2005-07-08,UTL,REGULAR,NGUYEN,LAUREN,,98741,2871,349,113000,6963,22850,274856US2,161,27aug2009 00:00:00,e,,US20060017871A1,2006-01-26,,,,,2009-04-22,ABN,Liquid crystal display having detective element,0,0
11172784,2005-07-05,UTL,REGULAR,TAHA,SHAQ,,69059,2478,709,246000,8024,4586,MR1035-1697,161,03mar2011 00:00:00,e,,US20070011604A1,2007-01-11,,,,,2010-11-08,ABN,Content integration with format and protocol conversion system,1,0
11172494,2005-06-29,UTL,REGULAR,SWIATEK,ROBERT,P,89019,3643,054,001000,8272,None,,161,07dec2007 00:00:00,e,,US20070000217A1,2007-01-04,,,,,2007-08-17,ABN,Apparatus to free a bull rider,1,0
11170033,2005-06-29,UTL,REGULAR,VU,BAI,DUC,91169,2165,707,005000,5850,62095,20041516-US-NP XERZ 2 009,150,18nov2009 00:00:00,e,,US20070005639A1,2007-01-04,,,7630977,2009-12-08,,ISS,CATEGORIZATION INCLUDING DEPENDENCIES BETWEEN DIFFERENT CATEGORY SYSTEMS,0,0
11169415,2005-06-29,UTL,REGULAR,FOREMAN,JONATHAN,M,64155,3736,600,564000,3449,11050,1001.2365101,150,19oct2011 00:00:00,e,,US20070016232A1,2007-01-18,,,8052703,2011-11-08,,ISS,MEDICAL DEVICES WITH CUTTING ELEMENTS,0,0
11168135,2005-06-27,UTL,REGULAR,SAINT CYR,LEONARD,,91137,2658,704,235000,9847,50525,JINDAL 12,163,13oct2014 00:00:00,e,,US20060293888A1,2006-12-28,,,,,2014-10-13,ABN,Providing text during a live voice conversation over a telephone network,0,0
11164882,2005-12-08,UTL,REGULAR,TSAI,HUI,JEY,88926,2812,257,565000,5881,27765,NAUP0580USA1,150,13dec2006 00:00:00,e,,US20060199347A1,2006-09-07,,,7157786,2007-01-02,,ISS,STRUCTURE OF A BIPOLAR JUNCTION TRANSISTOR AND FABRICATING METHOD THEREOF,0,0
11162704,2005-09-20,UTL,REGULAR,VAUGHN,MEGANN,E,76549,2859,324,307000,3703,27061,GEMS8081.289,150,13jun2007 00:00:00,e,,US20070063704A1,2007-03-22,,,7239137,2007-07-03,,ISS,METHOD AND APPARATUS FOR FAST SPIN ECHO (FSE) PRESCAN PHASE CORRECTION,0,0
11161260,2005-07-28,UTL,REGULAR,ARANDA,REY,,72354,2816,327,143000,2259,31561,14368-US-PA,150,05sep2007 00:00:00,e,,US20060109037A1,2006-05-25,,,7274227,2007-09-25,,ISS,POWER-ON RESET CIRCUIT,0,0
11153290,2005-06-15,UTL,REGULAR,CHAPMAN,GINGER,T,70695,3761,604,289000,9889,58614,,250,05jul2010 00:00:00,e,,,,,,7056309,2006-06-06,,ISS,HYGIENIC CLEANSING AID,1,0
11150603,2005-06-10,UTL,REISSUE,VU,BAO,Q,94750,2838,323,207000,4608,80841,30020-209RE1,161,19jan2009 00:00:00,e,,,,,,,,2008-09-25,ABN,VOLTAGE REGULATION OF A UTILITY POWER NETWORK,0,0
11150478,2005-06-11,UTL,REGULAR,SOHN,SEUNG,C,96845,2878,250,208100,1976,27479,UWYO.02USU1,150,12dec2012 00:00:00,e,,US20050279917A1,2005-12-22,,,8344342,2013-01-01,,ISS,COOPERATIVE OPTICAL-IMAGING SENSOR ARRAY,1,0
11149345,2005-06-09,UTL,REGULAR,GORDON,STEPHEN,T,68533,3612,290,012000,1486,28997,8935-000006US,150,07may2008 00:00:00,e,,US20060279132A1,2006-12-14,,,7377592,2008-05-27,,ISS,APPARATUS FOR A VEHICLE FOR DUMPING AND PROVIDING GROUND ACCESS,1,0
11147594,2005-06-08,UTL,REGULAR,STEWART,KIMBERLY,ANN,60820,1744,264,001320,7313,31781,PAT033821-US-NP,150,13jan2016 00:00:00,e,,US20060001184A1,2006-01-05,,,9248614,2016-02-02,,ISS,Method for lathing silicone hydrogel lenses,0,0
11147212,2005-06-08,UTL,REGULAR,GHYKA,ALEXANDER,G,61187,2812,438,786000,8209,38834,042431A,150,24feb2010 00:00:00,e,,US20050236679A1,2005-10-27,,,7678711,2010-03-16,,ISS,"SEMICONDUCTOR DEVICE, AND METHOD AND APPARATUS FOR MANUFACTURING THE SAME",0,0
11146000,2005-06-07,UTL,REGULAR,BUI,HUNG,S,71440,2841,361,785000,4281,30593,25611-000122/US,250,06sep2013 00:00:00,e,,US20060133058A1,2006-06-22,,,7573724,2009-08-11,,ISS,MEMORY MODULE AND CONNECTION INTERFACE BETWEEN THE MEMORY MODULE AND CIRCUIT BOARD,0,0
11143631,2005-06-03,UTL,REGULAR,REZA,MOHAMMAD,W,69998,2436,380,231000,9186,98804,10-511-US-C (cg030500),150,07jul2010 00:00:00,e,,US20060059562A1,2006-03-16,,,7765403,2010-07-27,,ISS,SYSTEM FOR CONTROLLING THE DISTRIBUTION AND USE OF RENDERED DIGITAL WORKS THROUGH WATERMARKING,0,0
11141997,2005-05-31,UTL,REGULAR,OBISESAN,AUGUSTINE,KUNLE,69188,2156,707,003000,5359,52025,2004P01069US (S20.104),150,27jan2010 00:00:00,e,,US20060271523A1,2006-11-30,,,7664737,2010-02-16,,ISS,METHOD FOR GENERATING DOCUMENTS USING LAYER-SPECIFIC INHERITANCE RULES,0,0
11140524,2005-05-27,UTL,REISSUE,TRAN,LONG,K,66073,2818,257,079000,3124,25191,782_199 REI,150,20aug2008 00:00:00,e,,,,,,RE40485,2008-09-09,,ISS,SEMICONDUCTOR LIGHT-EMITTING ELEMENT,0,0
11138819,2005-05-27,UTL,REGULAR,WALKE,AMANDA,C,75563,1752,430,270100,9797,38834,052634,161,29may2007 00:00:00,e,,US20060188805A1,2006-08-24,,,,,2007-01-25,ABN,"Resist pattern thickening material and process for forming resist pattern, and semiconductor device and process for manufacturing the same",0,0
11138417,2005-05-27,UTL,REGULAR,ROBINSON,GRETA,LEE,84122,2169,707,792000,9240,111375,D-RT-50461(US),150,10aug2011 00:00:00,e,,US20050240605A1,2005-10-27,,,8010571,2011-08-30,,ISS,"METHOD, SYSTEM AND PROGRAM PRODUCT THAT UTILIZE A HIERARCHICAL CONCEPTUAL FRAMEWORK TO MODEL AN ENVIRONMENT CONTAINING A COLLECTION OF ITEMS",0,0
11135992,2005-05-24,UTL,REGULAR,LI,RUIXIANG,,71089,1646,800,021000,4694,11951,57953/1291 (GUR01-05),161,11oct2006 00:00:00,e,,US20060037091A1,2006-02-16,,,,,2006-03-28,ABN,Method for producing hypertrophic scarring animal model for identification of agents for prevention and treatment of human hypertrophic scarring,1,0
11134877,2005-05-23,UTL,REGULAR,PHAM,TOAN,NGOC,99174,2612,340,686100,2197,27113,7784-000824,150,18jul2007 00:00:00,e,,US20060261970A1,2006-11-23,,,7253744,2007-08-07,,ISS,AUTOMATICALLY ADJUSTING PASSENGER READING LIGHT SYSTEM AND METHOD,0,0
11134451,2005-05-23,UTL,REGULAR,PAIK,SANG,YEOP,93993,3742,219,444100,2468,441,033082M254,150,29nov2006 00:00:00,e,,US20050258165A1,2005-11-24,,,7151239,2006-12-19,,ISS,HEAT TREATING APPARATUS AND HEAT TREATING METHOD,0,0
11132657,2005-05-19,UTL,REGULAR,ZHANG,JUE,,94957,2838,320,115000,7770,30206,ROC920040356US1,150,22dec2008 00:00:00,e,,US20060261778A1,2006-11-23,,,7477039,2009-01-13,,ISS,METHOD AND APPARATUS FOR CHARGING A PORTABLE ELECTRICAL DEVICE,0,0
11130025,2005-05-16,UTL,REGULAR,CHAPMAN JR,JOHN,E,61396,2856,073,514320,9820,110972,2550/A72,150,25oct2006 00:00:00,e,,US20050262942A1,2005-12-01,,,7134340,2006-11-14,,ISS,APPARATUS AND METHOD FOR ANCHORING MICROMACHINED STRUCTURES,0,0
11128808,2005-05-13,UTL,REGULAR,LUONG,PETER,,60619,3737,600,424000,8718,132492,5074A-000020/US/COC,150,23nov2010 00:00:00,e,,US20050234335A1,2005-10-20,,,7853305,2010-12-14,,ISS,TRAJECTORY STORAGE APPARATUS AND METHOD FOR SURGICAL NAVIGATION SYSTEMS,0,0
